uniprotkb_id,uniprotkbac_id,organism,tpsprotein_names,tpsgene_names,geneprimary_identifier,genesecondary_identifier,emblgenbankddbjcds_id,synonym,organism_id,ec_number,uniparc,keywords,crossreference_interpro,geneontology_molecularfunction,taxonomiclineage_id,TPS CLASSIFICATION
A0A2I0VED8,A0A2I0VED8_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca028160,,,PKU61779.1,MA16_Dca028160,906689,,UPI000CA44ED4 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0VLH6,A0A2I0VLH6_9ASPA,Dendrobium catenatum,S-linalool synthase,LIS MA16_Dca005188,,,PKU64265.1,"MA16_Dca005188, LIS",906689,,UPI000CA53F84 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0WNS3,A0A2I0WNS3_9ASPA,Dendrobium catenatum,"Ent-kaur-16-ene synthase, chloroplastic",KS1 MA16_Dca018946,,,PKU77315.1,"MA16_Dca018946, KS1",906689,,UPI0009F50062 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,DITERPENE SYNTHASE
A0A2I0WUS6,A0A2I0WUS6_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca000728,,,PKU79383.1,MA16_Dca000728,906689,,UPI000CA5CF19 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0XCC3,A0A2I0XCC3_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca003295,,,PKU85555.1,MA16_Dca003295,906689,,UPI0009F1B157 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0XFF4,A0A2I0XFF4_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca010855,,,PKU86630.1,MA16_Dca010855,906689,,UPI000CA45331 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2H9ZZW7,A0A2H9ZZW7_9ASPA,Apostasia shenzhenica,Santalene synthase (EC 4.2.3.73),AXF42_Ash021680,,,PKA48822.1,AXF42_Ash021680,1088818,4.2.3.73,UPI000CA48C20 ,Lyase;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333]; valencene synthase activity [GO:0102905],1088818,SESQUITERPENE SYNTHASE
A0A2I0AH28,A0A2I0AH28_9ASPA,Apostasia shenzhenica,(-)-germacrene D synthase (EC 4.2.3.73),AXF42_Ash000698,,,PKA54863.1,AXF42_Ash000698,1088818,4.2.3.73,UPI000CA4B020 ,Coiled coil;Lyase;Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333]; valencene synthase activity [GO:0102905],1088818,SESQUITERPENE SYNTHASE
A0A2I0VW62,A0A2I0VW62_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca011215,,,PKU67637.1,MA16_Dca011215,906689,,UPI0009F4188A ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0WUN6,A0A2I0WUN6_9ASPA,Dendrobium catenatum,"Myrcene synthase, chloroplastic",MA16_Dca000724,,,PKU79379.1,MA16_Dca000724,906689,,UPI000CA5FF2B ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0A0Y6,A0A2I0A0Y6_9ASPA,Apostasia shenzhenica,"Myrcene synthase, chloroplastic (EC 4.2.3.-)",AXF42_Ash010893,,,PKA49208.1,AXF42_Ash010893,1088818,4.2.3.-,UPI000CA616DA ,Lyase;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],1088818,MONOTERPENE SYNTHASE
A0A2I0W2T3,A0A2I0W2T3_9ASPA,Dendrobium catenatum,(-)-alpha-terpineol synthase,MA16_Dca014928,,,PKU69969.1,MA16_Dca014928,906689,,UPI000CA483B0 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0AH40,A0A2I0AH40_9ASPA,Apostasia shenzhenica,Alpha-humulene synthase (EC 4.2.3.73),ZSS1 AXF42_Ash000699,,,PKA54864.1,"AXF42_Ash000699, ZSS1",1088818,4.2.3.73,UPI000CA5DB93 ,Lyase;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; valencene synthase activity [GO:0102905],1088818,SESQUITERPENE SYNTHASE
A0A2I0XBY3,A0A2I0XBY3_9ASPA,Dendrobium catenatum,Beta-cubebene synthase,MA16_Dca003142,,,PKU85403.1,MA16_Dca003142,906689,,UPI000CA4E1B3 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0VWL6,A0A2I0VWL6_9ASPA,Dendrobium catenatum,(-)-germacrene D synthase,MA16_Dca016979,,,PKU67810.1,MA16_Dca016979,906689,,UPI0009F45CCD ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0W263,A0A2I0W263_9ASPA,Dendrobium catenatum,(-)-alpha-terpineol synthase,MA16_Dca017971,,,PKU69754.1,MA16_Dca017971,906689,,UPI000CA497C8 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0X592,A0A2I0X592_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca007746,,,PKU83075.1,MA16_Dca007746,906689,,UPI0009F212A4 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0VYW6,A0A2I0VYW6_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca025698,,,PKU68606.1,"MA16_Dca025698, ZSS1",906689,,UPI0009F6CC0C ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0XBW4,A0A2I0XBW4_9ASPA,Dendrobium catenatum,Beta-cubebene synthase,MA16_Dca003141,,,PKU85402.1,MA16_Dca003141,906689,,UPI000CA445B2 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0WJ61,A0A2I0WJ61_9ASPA,Dendrobium catenatum,"Tricyclene synthase EBOS, chloroplastic",EBOS MA16_Dca022749,,,PKU75705.1,"MA16_Dca022749, EBOS",906689,,UPI0009F570EC ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0ABI5,A0A2I0ABI5_9ASPA,Apostasia shenzhenica,(-)-germacrene D synthase (EC 4.2.3.73),AXF42_Ash001894,,,PKA52913.1,AXF42_Ash001894,1088818,4.2.3.73,UPI000CA5155B ,Lyase;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; valencene synthase activity [GO:0102905],1088818,SESQUITERPENE SYNTHASE
A0A2I0XGD5,A0A2I0XGD5_9ASPA,Dendrobium catenatum,"Levopimaradiene synthase, chloroplastic",LPS MA16_Dca017865,,,PKU86965.1,"MA16_Dca017865, LPS",906689,,UPI000CA6390B ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0ABC5,A0A2I0ABC5_9ASPA,Apostasia shenzhenica,(-)-germacrene D synthase (EC 4.2.3.73),AXF42_Ash001839,,,PKA52858.1,AXF42_Ash001839,1088818,4.2.3.73,UPI000CA5CB45 ,Lyase;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; valencene synthase activity [GO:0102905],1088818,SESQUITERPENE SYNTHASE
A0A2I0WHX5,A0A2I0WHX5_9ASPA,Dendrobium catenatum,"Myrcene synthase, chloroplastic",MA16_Dca026890,,,PKU75265.1,MA16_Dca026890,906689,,UPI0009F42506 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0A9M4,A0A2I0A9M4_9ASPA,Apostasia shenzhenica,"Ent-kaur-16-ene synthase, chloroplastic (EC 4.2.3.19)",KS1 AXF42_Ash010138,,,PKA52242.1,"AXF42_Ash010138, KS1",1088818,4.2.3.19,UPI000CA5C108 ,Lyase;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,ent-kaurene synthase activity [GO:0009899]; magnesium ion binding [GO:0000287],1088818,DITERPENE SYNTHASE
A0A2I0XGF0,A0A2I0XGF0_9ASPA,Dendrobium catenatum,"Levopimaradiene synthase, chloroplastic",LPS MA16_Dca017864,,,PKU86964.1,"MA16_Dca017864, LPS",906689,,UPI000CA60F96 ,Reference proteome,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0VWG5,A0A2I0VWG5_9ASPA,Dendrobium catenatum,"Myrcene synthase, chloroplastic",MA16_Dca013784,,,PKU67754.1,MA16_Dca013784,906689,,UPI000CA55DA5 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0X594,A0A2I0X594_9ASPA,Dendrobium catenatum,"Alpha-terpineol synthase, chloroplastic",MA16_Dca007747,,,PKU83076.1,MA16_Dca007747,906689,,UPI0009F6B6C8 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0XBW6,A0A2I0XBW6_9ASPA,Dendrobium catenatum,Beta-cubebene synthase,MA16_Dca003139,,,PKU85400.1,MA16_Dca003139,906689,,UPI0009F3074C ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0WRR4,A0A2I0WRR4_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca019412,,,PKU78362.1,"MA16_Dca019412, ZSS1",906689,,UPI0009F6814E ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0WRU7,A0A2I0WRU7_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca019411,,,PKU78361.1,"MA16_Dca019411, ZSS1",906689,,UPI000CA403F5 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0W4C0,A0A2I0W4C0_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca026570,,,PKU70509.1,"MA16_Dca026570, ZSS1",906689,,UPI0009F54591 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0W809,A0A2I0W809_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca008309,,,PKU71780.1,"MA16_Dca008309, ZSS1",906689,,UPI0009F5EA29 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0WHK0,A0A2I0WHK0_9ASPA,Dendrobium catenatum,Alpha-humulene synthase,ZSS1 MA16_Dca018407,,,PKU75140.1,"MA16_Dca018407, ZSS1",906689,,UPI000CA5EA2F ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,SESQUITERPENE SYNTHASE
A0A2I0WUP3,A0A2I0WUP3_9ASPA,Dendrobium catenatum,"Myrcene synthase, chloroplastic",MA16_Dca000725,,,PKU79380.1,MA16_Dca000725,906689,,UPI0009F67249 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],906689,MONOTERPENE SYNTHASE
A0A2I0VWL0,A0A2I0VWL0_9ASPA,Dendrobium catenatum,"Ent-copalyl diphosphate synthase, chloroplastic",GA1 MA16_Dca016965,,,PKU67796.1,"MA16_Dca016965, GA1",906689,,UPI000CA515D3 ,Membrane;Reference proteome;Transmembrane;Transmembrane helix,IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],906689,DITERPENE SYNTHASE
A0A5J4ZY50,A0A5J4ZY50_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010178,,,KAA8523755.1,F0562_010178,561372,,UPI0012A1DC08 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4ZCL5,A0A5J4ZCL5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018462,,,KAA8515308.1,F0562_018462,561372,,UPI0012A13C04 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A5E9,A0A5J5A5E9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010970,,,KAA8524547.1,F0562_010970,561372,,UPI0012A10E50 ,Metal-binding;Reference proteome,IPR008949;IPR005162;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A9D9,A0A5J5A9D9_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008862,,,KAA8526909.1,F0562_008862,561372,,UPI0012A08AC2 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A388,A0A5J5A388_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010969,,,KAA8524546.1,F0562_010969,561372,,UPI0012A14F4C ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A1V3,A0A5J5A1V3_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010185,,,KAA8523762.1,F0562_010185,561372,,UPI00129FD3F3 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5ABU2,A0A5J5ABU2_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008565,,,KAA8527206.1,F0562_008565,561372,,UPI00129F9ED5 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A8Y5,A0A5J5A8Y5_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008329,,,KAA8526468.1,F0562_008329,561372,,UPI0012A00FD5 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4Z982,A0A5J4Z982_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_018467,,,KAA8515303.1,F0562_018467,561372,,UPI0012A10E1F ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J4ZZU2,A0A5J4ZZU2_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_010173,,,KAA8523750.1,F0562_010173,561372,,UPI00129F385C ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A328D3C3,A0A328D3C3_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_015272,,,RAL38911.1,DM860_015272,267555,,UPI000DC40690 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J5ABT0,A0A5J5ABT0_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008854,,,KAA8526917.1,F0562_008854,561372,,UPI00129F0B76 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5ACB7,A0A5J5ACB7_9ASTE,Nyssa sinensis,Terpene_synth domain-containing protein,F0562_008860,,,KAA8526911.1,F0562_008860,561372,,UPI0012A0F256 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR008930;,terpene synthase activity [GO:0010333],561372,
A0A328DG53,A0A328DG53_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_011781,,,RAL44504.1,DM860_011781,267555,,UPI000DC5B0F5 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J4ZZW1,A0A5J4ZZW1_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_010193,,,KAA8523770.1,F0562_010193,561372,,UPI0012A33A54 ,Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A5U6,A0A5J5A5U6_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_007479,,,KAA8525639.1,F0562_007479,561372,,UPI00129FBB9C ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A328DE95,A0A328DE95_9ASTE,Cuscuta australis,Uncharacterized protein,DM860_014257,,,RAL43756.1,DM860_014257,267555,,UPI000DC285C7 ,Coiled coil;Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],267555,UNCHARACTERIZED
A0A5J5B1I1,A0A5J5B1I1_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_028878,,,KAA8536400.1,F0562_028878,561372,,UPI0012A177B2 ,Coiled coil;Reference proteome,IPR008949;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5A739,A0A5J5A739_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_008856,,,KAA8526915.1,F0562_008856,561372,,UPI0012A37902 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
A0A5J5B2D8,A0A5J5B2D8_9ASTE,Nyssa sinensis,Uncharacterized protein,F0562_028874,,,KAA8536396.1,F0562_028874,561372,,UPI00129F6FE7 ,Metal-binding;Reference proteome,IPR008949;IPR034741;IPR001906;IPR036965;IPR005630;IPR008930;,magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333],561372,UNCHARACTERIZED
